ANNEE,Regions_de_chargement,Regions_de_dechargement,Marchandises,Tkm(en millions),T(en milliers)
2021,Bourgogne-Franche-Comté,Occitanie,Courrier/Colis,0,0
2021,Bourgogne-Franche-Comté,Occitanie,Matériel transports marchandises,0,0
2021,Bourgogne-Franche-Comté,Occitanie,Déménagements/Véhicules réparations,0,0
2021,Bourgogne-Franche-Comté,Occitanie,Marchandises groupées,55,129
2021,Bourgogne-Franche-Comté,Occitanie,Marchandises non identifiables,0,0
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Agriculture/Chasse/Forêt/Pêche,223,1155
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Minerais/produits extraction,82,1175
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Alimentaires/Boissons/Tabac,172,884
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Textiles/Cuir,0,0
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Bois/Papier/Edition,48,229
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Coke/produits pétroliers raffinés,0,0
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Chimie/Caoutchouc/Plastique,58,271
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Minéraux non métalliques nca,84,472
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Métaux/produits métalliques,39,201
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Machines/Matériel nca,26,145
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Matériel de transport,39,156
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Meubles/Produits manufacturés nca,9,38
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Matières premières secondaires/Déchets,41,248
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Courrier/Colis,192,895
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Matériel transports marchandises,9,38
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Déménagements/Véhicules réparations,16,129
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Marchandises groupées,258,1345
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Marchandises non identifiables,0,0
2021,Bourgogne-Franche-Comté,Auvergne-Rhône-Alpes,Marchandises nca (non classés ailleurs),0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Agriculture/Chasse/Forêt/Pêche,61,156
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Alimentaires/Boissons/Tabac,41,110
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Bois/Papier/Edition,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Chimie/Caoutchouc/Plastique,12,28
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Minéraux non métalliques nca,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Métaux/produits métalliques,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Machines/Matériel nca,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Matériel de transport,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Meubles/Produits manufacturés nca,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Matières premières secondaires/Déchets,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Courrier/Colis,56,160
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Matériel transports marchandises,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Déménagements/Véhicules réparations,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Marchandises groupées,92,249
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Marchandises non identifiables,0,0
2021,Bourgogne-Franche-Comté,Provence-Alpes-Côte d’Azur,Marchandises nca (non classés ailleurs),0,0
2021,Normandie,Ile-de-France,Agriculture/Chasse/Forêt/Pêche,82,468
2021,Normandie,Ile-de-France,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Normandie,Ile-de-France,Minerais/produits extraction,123,1416
2021,Normandie,Ile-de-France,Alimentaires/Boissons/Tabac,83,460
2021,Normandie,Ile-de-France,Textiles/Cuir,0,0
2021,Normandie,Ile-de-France,Bois/Papier/Edition,23,154
2021,Normandie,Ile-de-France,Coke/produits pétroliers raffinés,20,132
2021,Normandie,Ile-de-France,Chimie/Caoutchouc/Plastique,68,431
2021,Normandie,Ile-de-France,Minéraux non métalliques nca,121,782
2021,Normandie,Ile-de-France,Métaux/produits métalliques,22,106
2021,Normandie,Ile-de-France,Machines/Matériel nca,41,219
2021,Normandie,Ile-de-France,Matériel de transport,34,169
2021,Normandie,Ile-de-France,Meubles/Produits manufacturés nca,7,37
2021,Normandie,Ile-de-France,Matières premières secondaires/Déchets,26,249
2021,Normandie,Ile-de-France,Courrier/Colis,12,72
2021,Normandie,Ile-de-France,Matériel transports marchandises,0,0
2021,Normandie,Ile-de-France,Déménagements/Véhicules réparations,0,0
2021,Normandie,Ile-de-France,Marchandises groupées,229,1307
2021,Normandie,Ile-de-France,Marchandises non identifiables,50,232
2021,Normandie,Centre — Val de Loire,Agriculture/Chasse/Forêt/Pêche,72,579
2021,Normandie,Centre — Val de Loire,Houille/Lignite/Pétrole brut/Gaz,30,104
2021,Normandie,Centre — Val de Loire,Minerais/produits extraction,32,222
2021,Normandie,Centre — Val de Loire,Alimentaires/Boissons/Tabac,79,349
2021,Normandie,Centre — Val de Loire,Textiles/Cuir,0,0
2021,Normandie,Centre — Val de Loire,Bois/Papier/Edition,12,50
2021,Normandie,Centre — Val de Loire,Coke/produits pétroliers raffinés,27,96
2021,Normandie,Centre — Val de Loire,Chimie/Caoutchouc/Plastique,62,323
2021,Normandie,Centre — Val de Loire,Minéraux non métalliques nca,39,269
2021,Normandie,Centre — Val de Loire,Métaux/produits métalliques,16,67
2021,Normandie,Centre — Val de Loire,Machines/Matériel nca,29,136
2021,Normandie,Centre — Val de Loire,Matériel de transport,0,0
2021,Normandie,Centre — Val de Loire,Meubles/Produits manufacturés nca,0,0
2021,Normandie,Centre — Val de Loire,Matières premières secondaires/Déchets,0,0
2021,Normandie,Centre — Val de Loire,Courrier/Colis,15,59
2021,Normandie,Centre — Val de Loire,Matériel transports marchandises,4,20
2021,Normandie,Centre — Val de Loire,Déménagements/Véhicules réparations,0,0
2021,Normandie,Centre — Val de Loire,Marchandises groupées,134,606
2021,Normandie,Centre — Val de Loire,Marchandises non identifiables,49,188
2021,Normandie,Bourgogne-Franche-Comté,Agriculture/Chasse/Forêt/Pêche,24,71
2021,Normandie,Bourgogne-Franche-Comté,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Normandie,Bourgogne-Franche-Comté,Alimentaires/Boissons/Tabac,31,76
2021,Normandie,Bourgogne-Franche-Comté,Textiles/Cuir,0,0
2021,Normandie,Bourgogne-Franche-Comté,Bois/Papier/Edition,0,0
2021,Normandie,Bourgogne-Franche-Comté,Coke/produits pétroliers raffinés,0,0
2021,Normandie,Bourgogne-Franche-Comté,Chimie/Caoutchouc/Plastique,45,102
2021,Normandie,Bourgogne-Franche-Comté,Minéraux non métalliques nca,0,0
2021,Normandie,Bourgogne-Franche-Comté,Métaux/produits métalliques,0,0
2021,Normandie,Bourgogne-Franche-Comté,Machines/Matériel nca,0,0
2021,Normandie,Bourgogne-Franche-Comté,Matériel de transport,0,0
2021,Normandie,Bourgogne-Franche-Comté,Meubles/Produits manufacturés nca,0,0
2021,Normandie,Bourgogne-Franche-Comté,Matières premières secondaires/Déchets,0,0
2021,Normandie,Bourgogne-Franche-Comté,Courrier/Colis,0,0
2021,Normandie,Bourgogne-Franche-Comté,Matériel transports marchandises,0,0
2021,Normandie,Bourgogne-Franche-Comté,Marchandises groupées,82,206
2021,Normandie,Bourgogne-Franche-Comté,Marchandises non identifiables,0,0
2021,Normandie,Normandie,Agriculture/Chasse/Forêt/Pêche,889,10861
2021,Normandie,Normandie,Houille/Lignite/Pétrole brut/Gaz,29,351
2021,Normandie,Normandie,Minerais/produits extraction,491,13658
2021,Normandie,Normandie,Alimentaires/Boissons/Tabac,548,7495
2021,Normandie,Normandie,Textiles/Cuir,24,799
2021,Normandie,Normandie,Bois/Papier/Edition,62,1563
2021,Normandie,Normandie,Coke/produits pétroliers raffinés,357,4388
2021,Normandie,Normandie,Chimie/Caoutchouc/Plastique,157,3870
2021,Normandie,Normandie,Minéraux non métalliques nca,548,13276
2021,Normandie,Normandie,Métaux/produits métalliques,69,969
2021,Normandie,Normandie,Machines/Matériel nca,104,2022
2021,Normandie,Normandie,Matériel de transport,74,852
2021,Normandie,Normandie,Meubles/Produits manufacturés nca,18,189
2021,Normandie,Normandie,Matières premières secondaires/Déchets,133,2360
2021,Normandie,Normandie,Courrier/Colis,66,663
2021,Normandie,Normandie,Matériel transports marchandises,87,695
2021,Normandie,Normandie,Déménagements/Véhicules réparations,14,200
2021,Normandie,Normandie,Marchandises groupées,715,10199
2021,Normandie,Normandie,Marchandises non identifiables,100,1982
2021,Normandie,Hauts-de-France,Agriculture/Chasse/Forêt/Pêche,169,843
2021,Normandie,Hauts-de-France,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Normandie,Hauts-de-France,Minerais/produits extraction,40,318
2021,Normandie,Hauts-de-France,Alimentaires/Boissons/Tabac,143,763
2021,Normandie,Hauts-de-France,Textiles/Cuir,0,0
2021,Normandie,Hauts-de-France,Bois/Papier/Edition,31,161
2021,Normandie,Hauts-de-France,Coke/produits pétroliers raffinés,39,254
2021,Normandie,Hauts-de-France,Chimie/Caoutchouc/Plastique,104,617
2021,Normandie,Hauts-de-France,Minéraux non métalliques nca,34,331
2021,Normandie,Hauts-de-France,Métaux/produits métalliques,22,103
2021,Normandie,Hauts-de-France,Machines/Matériel nca,23,143
2021,Normandie,Hauts-de-France,Matériel de transport,55,239
2021,Normandie,Hauts-de-France,Meubles/Produits manufacturés nca,17,79
2021,Normandie,Hauts-de-France,Matières premières secondaires/Déchets,51,221
2021,Normandie,Hauts-de-France,Courrier/Colis,0,0
2021,Normandie,Hauts-de-France,Matériel transports marchandises,16,76
2021,Normandie,Hauts-de-France,Déménagements/Véhicules réparations,0,0
2021,Normandie,Hauts-de-France,Marchandises groupées,317,1629
2021,Normandie,Hauts-de-France,Marchandises non identifiables,38,164
2021,Normandie,Grand Est,Agriculture/Chasse/Forêt/Pêche,36,108
2021,Normandie,Grand Est,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Normandie,Grand Est,Minerais/produits extraction,0,0
2021,Normandie,Grand Est,Alimentaires/Boissons/Tabac,37,94
2021,Normandie,Grand Est,Textiles/Cuir,0,0
2021,Normandie,Grand Est,Bois/Papier/Edition,0,0
2021,Normandie,Grand Est,Coke/produits pétroliers raffinés,0,0
2021,Normandie,Grand Est,Chimie/Caoutchouc/Plastique,87,259
2021,Normandie,Grand Est,Minéraux non métalliques nca,0,0
2021,Normandie,Grand Est,Métaux/produits métalliques,0,0
2021,Normandie,Grand Est,Machines/Matériel nca,0,0
2021,Normandie,Grand Est,Matériel de transport,12,40
2021,Normandie,Grand Est,Meubles/Produits manufacturés nca,0,0
2021,Normandie,Grand Est,Matières premières secondaires/Déchets,40,86
2021,Normandie,Grand Est,Courrier/Colis,0,0
2021,Normandie,Grand Est,Matériel transports marchandises,0,0
2021,Normandie,Grand Est,Déménagements/Véhicules réparations,0,0
2021,Normandie,Grand Est,Marchandises groupées,105,302
2021,Normandie,Grand Est,Marchandises non identifiables,19,51
2021,Normandie,Pays de la Loire,Agriculture/Chasse/Forêt/Pêche,126,779
2021,Normandie,Pays de la Loire,Houille/Lignite/Pétrole brut/Gaz,19,92
2021,Normandie,Pays de la Loire,Minerais/produits extraction,42,195
2021,Normandie,Pays de la Loire,Alimentaires/Boissons/Tabac,155,783
2021,Normandie,Pays de la Loire,Textiles/Cuir,0,0
2021,Normandie,Pays de la Loire,Bois/Papier/Edition,16,72
2021,Normandie,Pays de la Loire,Coke/produits pétroliers raffinés,41,277
2021,Normandie,Pays de la Loire,Chimie/Caoutchouc/Plastique,110,384
2021,Normandie,Pays de la Loire,Minéraux non métalliques nca,28,187
2021,Normandie,Pays de la Loire,Métaux/produits métalliques,16,75
2021,Normandie,Pays de la Loire,Machines/Matériel nca,21,156
2021,Normandie,Pays de la Loire,Matériel de transport,13,66
2021,Normandie,Pays de la Loire,Meubles/Produits manufacturés nca,0,0
2021,Normandie,Pays de la Loire,Matières premières secondaires/Déchets,9,61
2021,Normandie,Pays de la Loire,Courrier/Colis,0,0
2021,Normandie,Pays de la Loire,Matériel transports marchandises,0,0
2021,Normandie,Pays de la Loire,Déménagements/Véhicules réparations,0,0
2021,Normandie,Pays de la Loire,Marchandises groupées,188,904
2021,Normandie,Pays de la Loire,Marchandises non identifiables,49,156
2021,Normandie,Bretagne,Agriculture/Chasse/Forêt/Pêche,178,1021
2021,Normandie,Bretagne,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Normandie,Bretagne,Minerais/produits extraction,35,146
2021,Normandie,Bretagne,Alimentaires/Boissons/Tabac,176,768
2021,Normandie,Bretagne,Textiles/Cuir,0,0
2021,Normandie,Bretagne,Bois/Papier/Edition,0,0
2021,Normandie,Bretagne,Coke/produits pétroliers raffinés,49,207
2021,Normandie,Bretagne,Chimie/Caoutchouc/Plastique,69,271
2021,Normandie,Bretagne,Minéraux non métalliques nca,79,322
2021,Normandie,Bretagne,Métaux/produits métalliques,18,56
2021,Normandie,Bretagne,Machines/Matériel nca,12,58
2021,Normandie,Bretagne,Matériel de transport,18,96
2021,Normandie,Bretagne,Meubles/Produits manufacturés nca,0,0
2021,Normandie,Bretagne,Matières premières secondaires/Déchets,0,0
2021,Normandie,Bretagne,Courrier/Colis,15,77
2021,Normandie,Bretagne,Matériel transports marchandises,0,0
2021,Normandie,Bretagne,Déménagements/Véhicules réparations,0,0
2021,Normandie,Bretagne,Marchandises groupées,177,779
2021,Normandie,Bretagne,Marchandises non identifiables,13,53
2021,Normandie,Nouvelle-Aquitaine,Agriculture/Chasse/Forêt/Pêche,54,129
2021,Normandie,Nouvelle-Aquitaine,Minerais/produits extraction,0,0
2021,Normandie,Nouvelle-Aquitaine,Alimentaires/Boissons/Tabac,78,199
2021,Normandie,Nouvelle-Aquitaine,Textiles/Cuir,0,0
2021,Normandie,Nouvelle-Aquitaine,Bois/Papier/Edition,8,21
2021,Normandie,Nouvelle-Aquitaine,Coke/produits pétroliers raffinés,0,0
2021,Normandie,Nouvelle-Aquitaine,Chimie/Caoutchouc/Plastique,47,92
2021,Normandie,Nouvelle-Aquitaine,Minéraux non métalliques nca,0,0
2021,Normandie,Nouvelle-Aquitaine,Métaux/produits métalliques,0,0
2021,Normandie,Nouvelle-Aquitaine,Machines/Matériel nca,0,0
2021,Normandie,Nouvelle-Aquitaine,Matériel de transport,0,0
2021,Normandie,Nouvelle-Aquitaine,Meubles/Produits manufacturés nca,0,0
2021,Normandie,Nouvelle-Aquitaine,Matières premières secondaires/Déchets,0,0
2021,Normandie,Nouvelle-Aquitaine,Courrier/Colis,0,0
2021,Normandie,Nouvelle-Aquitaine,Matériel transports marchandises,0,0
2021,Normandie,Nouvelle-Aquitaine,Déménagements/Véhicules réparations,0,0
2021,Normandie,Nouvelle-Aquitaine,Marchandises groupées,141,351
2021,Normandie,Nouvelle-Aquitaine,Marchandises non identifiables,0,0
2021,Normandie,Occitanie,Agriculture/Chasse/Forêt/Pêche,0,0
2021,Normandie,Occitanie,Minerais/produits extraction,0,0
2021,Normandie,Occitanie,Alimentaires/Boissons/Tabac,0,0
2021,Normandie,Occitanie,Bois/Papier/Edition,0,0
2021,Normandie,Occitanie,Chimie/Caoutchouc/Plastique,0,0
2021,Normandie,Occitanie,Métaux/produits métalliques,0,0
2021,Normandie,Occitanie,Matériel de transport,0,0
2021,Normandie,Occitanie,Courrier/Colis,0,0
2021,Normandie,Occitanie,Matériel transports marchandises,0,0
2021,Normandie,Occitanie,Déménagements/Véhicules réparations,0,0
2021,Normandie,Occitanie,Marchandises groupées,62,85
2021,Normandie,Occitanie,Marchandises non identifiables,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Agriculture/Chasse/Forêt/Pêche,61,116
2021,Normandie,Auvergne-Rhône-Alpes,Minerais/produits extraction,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Alimentaires/Boissons/Tabac,58,103
2021,Normandie,Auvergne-Rhône-Alpes,Bois/Papier/Edition,12,18
2021,Normandie,Auvergne-Rhône-Alpes,Coke/produits pétroliers raffinés,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Chimie/Caoutchouc/Plastique,62,109
2021,Normandie,Auvergne-Rhône-Alpes,Minéraux non métalliques nca,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Métaux/produits métalliques,20,41
2021,Normandie,Auvergne-Rhône-Alpes,Machines/Matériel nca,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Matériel de transport,73,120
2021,Normandie,Auvergne-Rhône-Alpes,Meubles/Produits manufacturés nca,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Matières premières secondaires/Déchets,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Courrier/Colis,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Matériel transports marchandises,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Déménagements/Véhicules réparations,0,0
2021,Normandie,Auvergne-Rhône-Alpes,Marchandises groupées,139,278
2021,Normandie,Auvergne-Rhône-Alpes,Marchandises non identifiables,0,0
2021,Normandie,Provence-Alpes-Côte d’Azur,Agriculture/Chasse/Forêt/Pêche,0,0
2021,Normandie,Provence-Alpes-Côte d’Azur,Alimentaires/Boissons/Tabac,0,0
2021,Normandie,Provence-Alpes-Côte d’Azur,Bois/Papier/Edition,0,0
2021,Normandie,Provence-Alpes-Côte d’Azur,Minéraux non métalliques nca,0,0
2021,Normandie,Provence-Alpes-Côte d’Azur,Métaux/produits métalliques,0,0
2021,Normandie,Provence-Alpes-Côte d’Azur,Matériel de transport,0,0
2021,Normandie,Provence-Alpes-Côte d’Azur,Matériel transports marchandises,0,0
2021,Normandie,Provence-Alpes-Côte d’Azur,Marchandises groupées,28,38
2021,Normandie,Provence-Alpes-Côte d’Azur,Marchandises non identifiables,0,0
2021,Hauts-de-France,Ile-de-France,Agriculture/Chasse/Forêt/Pêche,153,919
2021,Hauts-de-France,Ile-de-France,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Hauts-de-France,Ile-de-France,Minerais/produits extraction,210,2514
2021,Hauts-de-France,Ile-de-France,Alimentaires/Boissons/Tabac,144,1038
2021,Hauts-de-France,Ile-de-France,Textiles/Cuir,4,32
2021,Hauts-de-France,Ile-de-France,Bois/Papier/Edition,49,309
2021,Hauts-de-France,Ile-de-France,Coke/produits pétroliers raffinés,0,0
2021,Hauts-de-France,Ile-de-France,Chimie/Caoutchouc/Plastique,87,518
2021,Hauts-de-France,Ile-de-France,Minéraux non métalliques nca,233,2010
2021,Hauts-de-France,Ile-de-France,Métaux/produits métalliques,43,271
2021,Hauts-de-France,Ile-de-France,Machines/Matériel nca,61,422
2021,Hauts-de-France,Ile-de-France,Matériel de transport,67,364
2021,Hauts-de-France,Ile-de-France,Meubles/Produits manufacturés nca,28,180
2021,Hauts-de-France,Ile-de-France,Matières premières secondaires/Déchets,16,160
2021,Hauts-de-France,Ile-de-France,Courrier/Colis,211,1068
2021,Hauts-de-France,Ile-de-France,Matériel transports marchandises,25,228
2021,Hauts-de-France,Ile-de-France,Déménagements/Véhicules réparations,17,102
2021,Hauts-de-France,Ile-de-France,Marchandises groupées,423,2630
2021,Hauts-de-France,Ile-de-France,Marchandises non identifiables,0,0
2021,Hauts-de-France,Ile-de-France,Marchandises nca (non classés ailleurs),0,0
2021,Hauts-de-France,Centre — Val de Loire,Agriculture/Chasse/Forêt/Pêche,59,192
2021,Hauts-de-France,Centre — Val de Loire,Minerais/produits extraction,0,0
2021,Hauts-de-France,Centre — Val de Loire,Alimentaires/Boissons/Tabac,85,250
2021,Hauts-de-France,Centre — Val de Loire,Textiles/Cuir,0,0
2021,Hauts-de-France,Centre — Val de Loire,Bois/Papier/Edition,16,52
2021,Hauts-de-France,Centre — Val de Loire,Chimie/Caoutchouc/Plastique,25,89
2021,Hauts-de-France,Centre — Val de Loire,Minéraux non métalliques nca,36,125
2021,Hauts-de-France,Centre — Val de Loire,Métaux/produits métalliques,22,60
2021,Hauts-de-France,Centre — Val de Loire,Machines/Matériel nca,0,0
2021,Hauts-de-France,Centre — Val de Loire,Matériel de transport,23,68
2021,Hauts-de-France,Centre — Val de Loire,Meubles/Produits manufacturés nca,0,0
2021,Hauts-de-France,Centre — Val de Loire,Matières premières secondaires/Déchets,0,0
2021,Hauts-de-France,Centre — Val de Loire,Courrier/Colis,36,125
2021,Hauts-de-France,Centre — Val de Loire,Matériel transports marchandises,0,0
2021,Hauts-de-France,Centre — Val de Loire,Déménagements/Véhicules réparations,0,0
2021,Hauts-de-France,Centre — Val de Loire,Marchandises groupées,171,633
2021,Hauts-de-France,Bourgogne-Franche-Comté,Agriculture/Chasse/Forêt/Pêche,40,97
2021,Hauts-de-France,Bourgogne-Franche-Comté,Minerais/produits extraction,44,116
2021,Hauts-de-France,Bourgogne-Franche-Comté,Alimentaires/Boissons/Tabac,87,231
2021,Hauts-de-France,Bourgogne-Franche-Comté,Textiles/Cuir,25,93
2021,Hauts-de-France,Bourgogne-Franche-Comté,Bois/Papier/Edition,38,89
2021,Hauts-de-France,Bourgogne-Franche-Comté,Coke/produits pétroliers raffinés,0,0
2021,Hauts-de-France,Bourgogne-Franche-Comté,Chimie/Caoutchouc/Plastique,21,75
2021,Hauts-de-France,Bourgogne-Franche-Comté,Minéraux non métalliques nca,41,96
2021,Hauts-de-France,Bourgogne-Franche-Comté,Métaux/produits métalliques,32,97
2021,Hauts-de-France,Bourgogne-Franche-Comté,Machines/Matériel nca,30,94
2021,Hauts-de-France,Bourgogne-Franche-Comté,Matériel de transport,73,159
2021,Hauts-de-France,Bourgogne-Franche-Comté,Meubles/Produits manufacturés nca,0,0
2021,Hauts-de-France,Bourgogne-Franche-Comté,Matières premières secondaires/Déchets,0,0
2021,Hauts-de-France,Bourgogne-Franche-Comté,Courrier/Colis,0,0
2021,Hauts-de-France,Bourgogne-Franche-Comté,Matériel transports marchandises,75,585
2021,Hauts-de-France,Bourgogne-Franche-Comté,Déménagements/Véhicules réparations,0,0
2021,Hauts-de-France,Bourgogne-Franche-Comté,Marchandises groupées,185,491
2021,Hauts-de-France,Normandie,Agriculture/Chasse/Forêt/Pêche,225,1633
2021,Hauts-de-France,Normandie,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Hauts-de-France,Normandie,Minerais/produits extraction,64,448
2021,Hauts-de-France,Normandie,Alimentaires/Boissons/Tabac,167,724
2021,Hauts-de-France,Normandie,Textiles/Cuir,0,0
2021,Hauts-de-France,Normandie,Bois/Papier/Edition,26,121
2021,Hauts-de-France,Normandie,Coke/produits pétroliers raffinés,0,0
2021,Hauts-de-France,Normandie,Chimie/Caoutchouc/Plastique,59,259
2021,Hauts-de-France,Normandie,Minéraux non métalliques nca,80,519
2021,Hauts-de-France,Normandie,Métaux/produits métalliques,33,157
2021,Hauts-de-France,Normandie,Machines/Matériel nca,17,105
2021,Hauts-de-France,Normandie,Matériel de transport,40,165
2021,Hauts-de-France,Normandie,Meubles/Produits manufacturés nca,22,94
2021,Hauts-de-France,Normandie,Matières premières secondaires/Déchets,19,89
2021,Hauts-de-France,Normandie,Courrier/Colis,10,49
2021,Hauts-de-France,Normandie,Matériel transports marchandises,7,36
2021,Hauts-de-France,Normandie,Déménagements/Véhicules réparations,0,0
2021,Hauts-de-France,Normandie,Marchandises groupées,338,1620
2021,Hauts-de-France,Normandie,Marchandises non identifiables,21,96
2021,Hauts-de-France,Normandie,Marchandises nca (non classés ailleurs),0,0
2021,Hauts-de-France,Hauts-de-France,Agriculture/Chasse/Forêt/Pêche,1296,20583
2021,Hauts-de-France,Hauts-de-France,Houille/Lignite/Pétrole brut/Gaz,52,452
2021,Hauts-de-France,Hauts-de-France,Minerais/produits extraction,1144,28700
2021,Hauts-de-France,Hauts-de-France,Alimentaires/Boissons/Tabac,903,14293
2021,Hauts-de-France,Hauts-de-France,Textiles/Cuir,46,649
2021,Hauts-de-France,Hauts-de-France,Bois/Papier/Edition,110,1933
2021,Hauts-de-France,Hauts-de-France,Coke/produits pétroliers raffinés,331,4385
2021,Hauts-de-France,Hauts-de-France,Chimie/Caoutchouc/Plastique,306,4517
2021,Hauts-de-France,Hauts-de-France,Minéraux non métalliques nca,913,23750
2021,Hauts-de-France,Hauts-de-France,Métaux/produits métalliques,157,2493
2021,Hauts-de-France,Hauts-de-France,Machines/Matériel nca,285,4220
2021,Hauts-de-France,Hauts-de-France,Matériel de transport,191,1593
2021,Hauts-de-France,Hauts-de-France,Meubles/Produits manufacturés nca,46,719
2021,Hauts-de-France,Hauts-de-France,Matières premières secondaires/Déchets,318,6136
2021,Hauts-de-France,Hauts-de-France,Courrier/Colis,151,1615
2021,Hauts-de-France,Hauts-de-France,Matériel transports marchandises,71,1337
2021,Hauts-de-France,Hauts-de-France,Déménagements/Véhicules réparations,77,1210
2021,Hauts-de-France,Hauts-de-France,Marchandises groupées,1433,19757
2021,Hauts-de-France,Hauts-de-France,Marchandises non identifiables,0,0
2021,Hauts-de-France,Hauts-de-France,Marchandises nca (non classés ailleurs),0,0
2021,Hauts-de-France,Grand Est,Agriculture/Chasse/Forêt/Pêche,202,1471
2021,Hauts-de-France,Grand Est,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Hauts-de-France,Grand Est,Minerais/produits extraction,97,776
2021,Hauts-de-France,Grand Est,Alimentaires/Boissons/Tabac,215,796
2021,Hauts-de-France,Grand Est,Textiles/Cuir,0,0
2021,Hauts-de-France,Grand Est,Bois/Papier/Edition,42,143
2021,Hauts-de-France,Grand Est,Coke/produits pétroliers raffinés,0,0
2021,Hauts-de-France,Grand Est,Chimie/Caoutchouc/Plastique,84,324
2021,Hauts-de-France,Grand Est,Minéraux non métalliques nca,89,607
2021,Hauts-de-France,Grand Est,Métaux/produits métalliques,69,203
2021,Hauts-de-France,Grand Est,Machines/Matériel nca,84,342
2021,Hauts-de-France,Grand Est,Matériel de transport,72,230
2021,Hauts-de-France,Grand Est,Meubles/Produits manufacturés nca,21,79
2021,Hauts-de-France,Grand Est,Matières premières secondaires/Déchets,26,115
2021,Hauts-de-France,Grand Est,Courrier/Colis,64,253
2021,Hauts-de-France,Grand Est,Matériel transports marchandises,29,126
2021,Hauts-de-France,Grand Est,Déménagements/Véhicules réparations,0,0
2021,Hauts-de-France,Grand Est,Marchandises groupées,396,1432
2021,Hauts-de-France,Grand Est,Marchandises non identifiables,0,0
2021,Hauts-de-France,Pays de la Loire,Agriculture/Chasse/Forêt/Pêche,129,310
2021,Hauts-de-France,Pays de la Loire,Houille/Lignite/Pétrole brut/Gaz,0,0
2021,Hauts-de-France,Pays de la Loire,Minerais/produits extraction,0,0
2021,Hauts-de-France,Pays de la Loire,Alimentaires/Boissons/Tabac,134,317
2021,Hauts-de-France,Pays de la Loire,Textiles/Cuir,0,0
2021,Hauts-de-France,Pays de la Loire,Bois/Papier/Edition,19,46
